"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
2013,9,4,1154,1200,-6,1412,1455,-43,"AA",3,"N336AA","JFK","LAX",300,2475,12,0,2013-09-04 12:00:00
2013,9,4,1210,1200,10,1511,1515,-4,"UA",766,"N554UA","JFK","SFO",333,2586,12,0,2013-09-04 12:00:00
2013,9,4,1221,1125,56,1444,1425,19,"UA",703,"N555UA","JFK","LAX",296,2475,11,25,2013-09-04 11:00:00
2013,9,4,1244,1250,-6,1356,1400,-4,"AA",178,"N3GJAA","JFK","BOS",42,187,12,50,2013-09-04 12:00:00
2013,9,4,1245,1245,0,1544,1600,-16,"AA",1697,"N5DVAA","JFK","MIA",148,1089,12,45,2013-09-04 12:00:00
2013,9,4,1343,1345,-2,1612,1650,-38,"AA",117,"N323AA","JFK","LAX",308,2475,13,45,2013-09-04 13:00:00
2013,9,4,1451,1445,6,1722,1758,-36,"UA",841,"N557UA","JFK","LAX",301,2475,14,45,2013-09-04 14:00:00
2013,9,4,1454,1455,-1,1859,1750,69,"AA",2285,"N5FKAA","JFK","MCO",127,944,14,55,2013-09-04 14:00:00
2013,9,4,1522,1525,-3,1800,1840,-40,"AA",133,"N327AA","JFK","LAX",301,2475,15,25,2013-09-04 15:00:00
2013,9,4,1525,1510,15,1951,1920,31,"AA",95,"N5CDAA","JFK","SJU",226,1598,15,10,2013-09-04 15:00:00
2013,9,4,1531,1530,1,1851,1845,6,"AA",85,"N356AA","JFK","SFO",331,2586,15,30,2013-09-04 15:00:00
2013,9,4,1535,1505,30,1853,1830,23,"AA",145,"N5FPAA","JFK","MIA",147,1089,15,5,2013-09-04 15:00:00
2013,9,4,1551,1535,16,1854,1859,-5,"UA",257,"N598UA","JFK","SFO",325,2586,15,35,2013-09-04 15:00:00
2013,9,4,1600,1545,15,1722,1705,17,"AA",256,"N3FUAA","JFK","BOS",43,187,15,45,2013-09-04 15:00:00
2013,9,4,1615,1615,0,1901,1915,-14,"AA",65,"N3CKAA","JFK","DFW",179,1391,16,15,2013-09-04 16:00:00
2013,9,4,1654,1700,-6,1919,1945,-26,"AA",45,"N5CNAA","JFK","LAS",288,2248,17,0,2013-09-04 17:00:00
2013,9,4,1655,1700,-5,2006,1955,11,"AA",211,"N3GLAA","JFK","IAH",190,1417,17,0,2013-09-04 17:00:00
2013,9,4,1658,1700,-2,1956,2027,-31,"UA",512,"N597UA","JFK","SFO",328,2586,17,0,2013-09-04 17:00:00
2013,9,4,1731,1735,-4,2028,2055,-27,"AA",2351,"N353AA","JFK","MIA",142,1089,17,35,2013-09-04 17:00:00
2013,9,4,1736,1740,-4,1957,2035,-38,"AA",67,"N3AKAA","JFK","SAN",302,2446,17,40,2013-09-04 17:00:00
2013,9,4,1737,1630,67,2003,1940,23,"AA",181,"N329AA","JFK","LAX",301,2475,16,30,2013-09-04 16:00:00
2013,9,4,1822,1700,82,1945,1855,50,"AA",199,"N3DUAA","JFK","ORD",118,740,17,0,2013-09-04 17:00:00
2013,9,4,1827,1830,-3,2148,2157,-9,"UA",389,"N596UA","JFK","SFO",357,2586,18,30,2013-09-04 18:00:00
2013,9,4,1839,1749,50,2135,2052,43,"UA",731,"N525UA","JFK","LAX",300,2475,17,49,2013-09-04 17:00:00
2013,9,4,1844,1845,-1,2158,2210,-12,"AA",177,"N319AA","JFK","SFO",355,2586,18,45,2013-09-04 18:00:00
2013,9,4,1907,1910,-3,2125,2215,-50,"AA",21,"N320AA","JFK","LAX",299,2475,19,10,2013-09-04 19:00:00
2013,9,4,1928,1930,-2,2232,2250,-18,"AA",235,"N3DEAA","JFK","SEA",337,2422,19,30,2013-09-04 19:00:00
2013,9,4,2020,2025,-5,2118,2140,-22,"AA",2314,"N3FUAA","JFK","BOS",38,187,20,25,2013-09-04 20:00:00
2013,9,4,2108,2025,43,2359,2328,31,"UA",771,"N588UA","JFK","LAX",300,2475,20,25,2013-09-04 20:00:00
2013,9,4,2139,2140,-1,19,40,-21,"AA",185,"N332AA","JFK","LAX",303,2475,21,40,2013-09-04 21:00:00
2013,9,5,539,545,-6,825,855,-30,"AA",2243,"N5CRAA","JFK","MIA",146,1089,5,45,2013-09-05 05:00:00
2013,9,5,554,600,-6,857,923,-26,"UA",303,"N510UA","JFK","SFO",334,2586,6,0,2013-09-05 06:00:00
2013,9,5,622,630,-8,856,930,-34,"UA",797,"N505UA","JFK","LAX",306,2475,6,30,2013-09-05 06:00:00
2013,9,5,655,655,0,917,920,-3,"AA",1263,"N5BSAA","JFK","LAS",284,2248,6,55,2013-09-05 06:00:00
2013,9,5,700,700,0,946,1023,-37,"UA",347,"N589UA","JFK","SFO",323,2586,7,0,2013-09-05 07:00:00
2013,9,5,707,710,-3,955,1025,-30,"AA",1345,"N327AA","JFK","MIA",145,1089,7,10,2013-09-05 07:00:00
2013,9,5,709,710,-1,942,1000,-18,"AA",2493,"N5EMAA","JFK","MCO",125,944,7,10,2013-09-05 07:00:00
2013,9,5,736,740,-4,1021,1055,-34,"AA",59,"N336AA","JFK","SFO",328,2586,7,40,2013-09-05 07:00:00
2013,9,5,759,800,-1,1014,1100,-46,"AA",33,"N339AA","JFK","LAX",298,2475,8,0,2013-09-05 08:00:00
2013,9,5,817,820,-3,1213,1230,-17,"AA",1357,"N5FTAA","JFK","SJU",209,1598,8,20,2013-09-05 08:00:00
2013,9,5,818,825,-7,922,935,-13,"AA",84,"N3CNAA","JFK","BOS",39,187,8,25,2013-09-05 08:00:00
2013,9,5,818,825,-7,1115,1148,-33,"UA",397,"N525UA","JFK","SFO",333,2586,8,25,2013-09-05 08:00:00
2013,9,5,828,830,-2,1059,1130,-31,"UA",443,"N597UA","JFK","LAX",308,2475,8,30,2013-09-05 08:00:00
2013,9,5,903,910,-7,1209,1220,-11,"AA",1,"N319AA","JFK","LAX",306,2475,9,10,2013-09-05 09:00:00
2013,9,5,935,915,20,1223,1230,-7,"AA",1499,"N5ETAA","JFK","MIA",142,1089,9,15,2013-09-05 09:00:00
2013,9,5,952,955,-3,1240,1310,-30,"UA",642,"N595UA","JFK","SFO",331,2586,9,55,2013-09-05 09:00:00
2013,9,5,1015,1030,-15,1335,1335,0,"AA",179,"N328AA","JFK","SFO",332,2586,10,30,2013-09-05 10:00:00
2013,9,5,1023,1030,-7,1257,1325,-28,"AA",19,"N338AA","JFK","LAX",310,2475,10,30,2013-09-05 10:00:00
2013,9,5,1134,1125,9,1351,1425,-34,"UA",703,"N554UA","JFK","LAX",293,2475,11,25,2013-09-05 11:00:00
2013,9,5,1158,1200,-2,1420,1455,-35,"AA",3,"N335AA","JFK","LAX",307,2475,12,0,2013-09-05 12:00:00
2013,9,5,1158,1200,-2,1453,1515,-22,"UA",766,"N560UA","JFK","SFO",325,2586,12,0,2013-09-05 12:00:00
2013,9,5,1241,1245,-4,1531,1600,-29,"AA",1697,"N5EAAA","JFK","MIA",151,1089,12,45,2013-09-05 12:00:00
2013,9,5,1246,1250,-4,1344,1400,-16,"AA",178,"N3CNAA","JFK","BOS",38,187,12,50,2013-09-05 12:00:00
2013,9,5,1343,1345,-2,1605,1650,-45,"AA",117,"N320AA","JFK","LAX",301,2475,13,45,2013-09-05 13:00:00
2013,9,5,1439,1445,-6,1721,1758,-37,"UA",841,"N555UA","JFK","LAX",312,2475,14,45,2013-09-05 14:00:00
2013,9,5,1452,1455,-3,1857,1750,67,"AA",2285,"N5EYAA","JFK","MCO",130,944,14,55,2013-09-05 14:00:00
2013,9,5,1501,1505,-4,1805,1830,-25,"AA",145,"N5FGAA","JFK","MIA",142,1089,15,5,2013-09-05 15:00:00
2013,9,5,1507,1510,-3,1911,1920,-9,"AA",95,"N5FMAA","JFK","SJU",216,1598,15,10,2013-09-05 15:00:00
2013,9,5,1524,1525,-1,1809,1840,-31,"AA",133,"N327AA","JFK","LAX",308,2475,15,25,2013-09-05 15:00:00
2013,9,5,1526,1530,-4,1900,1845,15,"AA",85,"N354AA","JFK","SFO",338,2586,15,30,2013-09-05 15:00:00
2013,9,5,1532,1535,-3,1851,1859,-8,"UA",257,"N588UA","JFK","SFO",340,2586,15,35,2013-09-05 15:00:00
2013,9,5,1539,1545,-6,1653,1705,-12,"AA",256,"N3JEAA","JFK","BOS",33,187,15,45,2013-09-05 15:00:00
2013,9,5,1624,1615,9,1844,1915,-31,"AA",65,"N3BDAA","JFK","DFW",178,1391,16,15,2013-09-05 16:00:00
2013,9,5,1630,1630,0,1900,1940,-40,"AA",181,"N332AA","JFK","LAX",306,2475,16,30,2013-09-05 16:00:00
2013,9,5,1656,1700,-4,1822,1855,-33,"AA",199,"N3FCAA","JFK","ORD",121,740,17,0,2013-09-05 17:00:00
2013,9,5,1700,1700,0,1954,2027,-33,"UA",512,"N596UA","JFK","SFO",324,2586,17,0,2013-09-05 17:00:00
2013,9,5,1701,1700,1,1950,1955,-5,"AA",211,"N3BAAA","JFK","IAH",204,1417,17,0,2013-09-05 17:00:00
2013,9,5,1754,1749,5,2024,2052,-28,"UA",535,"N557UA","JFK","LAX",307,2475,17,49,2013-09-05 17:00:00
2013,9,5,1826,1740,46,2105,2035,30,"AA",67,"N3FGAA","JFK","SAN",303,2446,17,40,2013-09-05 17:00:00
2013,9,5,1827,1830,-3,2117,2157,-40,"UA",389,"N598UA","JFK","SFO",318,2586,18,30,2013-09-05 18:00:00
2013,9,5,1844,1845,-1,2142,2210,-28,"AA",177,"N324AA","JFK","SFO",326,2586,18,45,2013-09-05 18:00:00
2013,9,5,1858,1700,118,2106,1945,81,"AA",45,"N5CDAA","JFK","LAS",283,2248,17,0,2013-09-05 17:00:00
2013,9,5,1918,1735,103,2209,2055,74,"AA",2351,"N358AA","JFK","MIA",141,1089,17,35,2013-09-05 17:00:00
2013,9,5,1928,1910,18,2154,2215,-21,"AA",21,"N329AA","JFK","LAX",295,2475,19,10,2013-09-05 19:00:00
2013,9,5,1935,1720,135,2216,2030,106,"AA",291,"N3KPAA","JFK","AUS",189,1521,17,20,2013-09-05 17:00:00
2013,9,5,2021,2025,-4,2132,2140,-8,"AA",2314,"N3JEAA","JFK","BOS",35,187,20,25,2013-09-05 20:00:00
2013,9,5,2027,2025,2,2245,2328,-43,"UA",771,"N510UA","JFK","LAX",298,2475,20,25,2013-09-05 20:00:00
2013,9,5,2102,1930,92,2348,2250,58,"AA",235,"N3KSAA","JFK","SEA",317,2422,19,30,2013-09-05 19:00:00
2013,9,5,2146,2140,6,2,40,-38,"AA",185,"N339AA","JFK","LAX",295,2475,21,40,2013-09-05 21:00:00
2013,9,6,541,545,-4,828,855,-27,"AA",2243,"N635AA","JFK","MIA",147,1089,5,45,2013-09-06 05:00:00
2013,9,6,549,600,-11,838,923,-45,"UA",303,"N595UA","JFK","SFO",324,2586,6,0,2013-09-06 06:00:00
2013,9,6,622,630,-8,852,930,-38,"UA",797,"N597UA","JFK","LAX",302,2475,6,30,2013-09-06 06:00:00
2013,9,6,655,700,-5,946,1023,-37,"UA",347,"N589UA","JFK","SFO",325,2586,7,0,2013-09-06 07:00:00
2013,9,6,700,655,5,924,920,4,"AA",1263,"N5BSAA","JFK","LAS",282,2248,6,55,2013-09-06 06:00:00
2013,9,6,702,710,-8,944,1000,-16,"AA",2493,"N5EMAA","JFK","MCO",130,944,7,10,2013-09-06 07:00:00
2013,9,6,712,710,2,1035,1025,10,"AA",1345,"N328AA","JFK","MIA",155,1089,7,10,2013-09-06 07:00:00
2013,9,6,734,740,-6,1016,1055,-39,"AA",59,"N338AA","JFK","SFO",311,2586,7,40,2013-09-06 07:00:00
2013,9,6,756,800,-4,1013,1100,-47,"AA",33,"N335AA","JFK","LAX",294,2475,8,0,2013-09-06 08:00:00
2013,9,6,815,820,-5,1224,1230,-6,"AA",1357,"N5EUAA","JFK","SJU",213,1598,8,20,2013-09-06 08:00:00
2013,9,6,815,825,-10,1101,1148,-47,"UA",397,"N557UA","JFK","SFO",321,2586,8,25,2013-09-06 08:00:00
2013,9,6,827,825,2,929,935,-6,"AA",84,"N5FAAA","JFK","BOS",36,187,8,25,2013-09-06 08:00:00
2013,9,6,827,830,-3,1053,1130,-37,"UA",443,"N505UA","JFK","LAX",290,2475,8,30,2013-09-06 08:00:00
2013,9,6,917,915,2,1226,1230,-4,"AA",1499,"N5EYAA","JFK","MIA",155,1089,9,15,2013-09-06 09:00:00
2013,9,6,953,955,-2,1233,1310,-37,"UA",642,"N588UA","JFK","SFO",314,2586,9,55,2013-09-06 09:00:00
2013,9,6,1024,1030,-6,1238,1325,-47,"AA",19,"N329AA","JFK","LAX",293,2475,10,30,2013-09-06 10:00:00
2013,9,6,1027,1030,-3,1308,1335,-27,"AA",179,"N324AA","JFK","SFO",316,2586,10,30,2013-09-06 10:00:00
2013,9,6,1124,1125,-1,1335,1425,-50,"UA",703,"N525UA","JFK","LAX",294,2475,11,25,2013-09-06 11:00:00
2013,9,6,1137,910,147,1357,1220,97,"AA",1,"N336AA","JFK","LAX",286,2475,9,10,2013-09-06 09:00:00
2013,9,6,1153,1200,-7,1424,1515,-51,"UA",766,"N508UA","JFK","SFO",311,2586,12,0,2013-09-06 12:00:00
2013,9,6,1159,1200,-1,1406,1455,-49,"AA",3,"N319AA","JFK","LAX",291,2475,12,0,2013-09-06 12:00:00
2013,9,6,1246,1245,1,1540,1600,-20,"AA",1697,"N5DWAA","JFK","MIA",151,1089,12,45,2013-09-06 12:00:00
2013,9,6,1251,1250,1,1340,1400,-20,"AA",178,"N3AYAA","JFK","BOS",32,187,12,50,2013-09-06 12:00:00
2013,9,6,1342,1345,-3,1606,1650,-44,"AA",117,"N327AA","JFK","LAX",296,2475,13,45,2013-09-06 13:00:00
2013,9,6,1439,1445,-6,1656,1758,-62,"UA",841,"N560UA","JFK","LAX",292,2475,14,45,2013-09-06 14:00:00
2013,9,6,1501,1505,-4,1755,1830,-35,"AA",145,"N5FFAA","JFK","MIA",146,1089,15,5,2013-09-06 15:00:00
2013,9,6,1504,1510,-6,1912,1920,-8,"AA",95,"N5EXAA","JFK","SJU",208,1598,15,10,2013-09-06 15:00:00
2013,9,6,1516,1455,21,1802,1750,12,"AA",2285,"N5ETAA","JFK","MCO",131,944,14,55,2013-09-06 14:00:00
2013,9,6,1519,1525,-6,1747,1840,-53,"AA",133,"N328AA","JFK","LAX",297,2475,15,25,2013-09-06 15:00:00
2013,9,6,1528,1530,-2,1810,1845,-35,"AA",85,"N371AA","JFK","SFO",315,2586,15,30,2013-09-06 15:00:00
2013,9,6,1533,1535,-2,1827,1859,-32,"UA",257,"N510UA","JFK","SFO",321,2586,15,35,2013-09-06 15:00:00
2013,9,6,1539,1545,-6,1649,1705,-16,"AA",256,"N3JJAA","JFK","BOS",43,187,15,45,2013-09-06 15:00:00
2013,9,6,1612,1615,-3,1829,1915,-46,"AA",65,"N3KSAA","JFK","DFW",167,1391,16,15,2013-09-06 16:00:00
2013,9,6,1647,1630,17,1908,1940,-32,"AA",181,"N339AA","JFK","LAX",300,2475,16,30,2013-09-06 16:00:00
2013,9,6,1655,1700,-5,1808,1855,-47,"AA",199,"N3GUAA","JFK","ORD",112,740,17,0,2013-09-06 17:00:00
2013,9,6,1703,1700,3,1927,1955,-28,"AA",211,"N3CRAA","JFK","IAH",180,1417,17,0,2013-09-06 17:00:00
2013,9,6,1712,1700,12,1941,2027,-46,"UA",512,"N598UA","JFK","SFO",309,2586,17,0,2013-09-06 17:00:00
2013,9,6,1713,1720,-7,1940,2030,-50,"AA",291,"N3GFAA","JFK","AUS",185,1521,17,20,2013-09-06 17:00:00
2013,9,6,1737,1735,2,2027,2055,-28,"AA",2351,"N399AA","JFK","MIA",143,1089,17,35,2013-09-06 17:00:00
2013,9,6,1741,1740,1,2003,2035,-32,"AA",67,"N3DTAA","JFK","SAN",298,2446,17,40,2013-09-06 17:00:00
2013,9,6,1757,1700,57,1951,1945,6,"AA",45,"N5EMAA","JFK","LAS",272,2248,17,0,2013-09-06 17:00:00
2013,9,6,1801,1749,12,2024,2052,-28,"UA",731,"N555UA","JFK","LAX",299,2475,17,49,2013-09-06 17:00:00
2013,9,6,1837,1830,7,2141,2157,-16,"UA",389,"N596UA","JFK","SFO",320,2586,18,30,2013-09-06 18:00:00
2013,9,6,1856,1845,11,2141,2210,-29,"AA",177,"N332AA","JFK","SFO",316,2586,18,45,2013-09-06 18:00:00
2013,9,6,1924,1930,-6,2228,2250,-22,"AA",235,"N3EBAA","JFK","SEA",320,2422,19,30,2013-09-06 19:00:00
2013,9,6,1948,1910,38,2210,2215,-5,"AA",21,"N323AA","JFK","LAX",291,2475,19,10,2013-09-06 19:00:00
2013,9,6,2018,2025,-7,2122,2140,-18,"AA",2314,"N3JJAA","JFK","BOS",42,187,20,25,2013-09-06 20:00:00
2013,9,6,2042,2025,17,2245,2328,-43,"UA",771,"N595UA","JFK","LAX",275,2475,20,25,2013-09-06 20:00:00
2013,9,6,2144,2140,4,2355,40,-45,"AA",185,"N335AA","JFK","LAX",288,2475,21,40,2013-09-06 21:00:00
2013,9,7,544,545,-1,844,855,-11,"AA",2243,"N5ELAA","JFK","MIA",157,1089,5,45,2013-09-07 05:00:00
2013,9,7,556,600,-4,835,923,-48,"UA",303,"N588UA","JFK","SFO",317,2586,6,0,2013-09-07 06:00:00
2013,9,7,618,630,-12,840,930,-50,"UA",797,"N589UA","JFK","LAX",289,2475,6,30,2013-09-07 06:00:00
2013,9,7,651,655,-4,853,920,-27,"AA",1263,"N5BSAA","JFK","LAS",271,2248,6,55,2013-09-07 06:00:00
2013,9,7,705,710,-5,1005,1025,-20,"AA",1345,"N339AA","JFK","MIA",141,1089,7,10,2013-09-07 07:00:00
2013,9,7,711,710,1,942,1000,-18,"AA",2493,"N5CDAA","JFK","MCO",124,944,7,10,2013-09-07 07:00:00
2013,9,7,738,740,-2,1015,1055,-40,"AA",59,"N319AA","JFK","SFO",316,2586,7,40,2013-09-07 07:00:00
2013,9,7,750,800,-10,1038,1100,-22,"AA",33,"N338AA","JFK","LAX",287,2475,8,0,2013-09-07 08:00:00
2013,9,7,801,759,2,1104,1122,-18,"UA",397,"N525UA","JFK","SFO",313,2586,7,59,2013-09-07 07:00:00
2013,9,7,810,820,-10,1239,1230,9,"AA",1357,"N5EWAA","JFK","SJU",222,1598,8,20,2013-09-07 08:00:00
2013,9,7,821,825,-4,940,935,5,"AA",84,"N3CVAA","JFK","BOS",40,187,8,25,2013-09-07 08:00:00
2013,9,7,836,840,-4,1137,1140,-3,"UA",443,"N557UA","JFK","LAX",295,2475,8,40,2013-09-07 08:00:00
2013,9,7,906,910,-4,1148,1220,-32,"AA",1,"N324AA","JFK","LAX",298,2475,9,10,2013-09-07 09:00:00
2013,9,7,919,800,79,1312,1155,77,"AA",936,"N5FLAA","JFK","STT",198,1623,8,0,2013-09-07 08:00:00
2013,9,7,941,915,26,1239,1230,9,"AA",1499,"N5FHAA","JFK","MIA",145,1089,9,15,2013-09-07 09:00:00
2013,9,7,955,959,-4,1301,1314,-13,"UA",642,"N597UA","JFK","SFO",303,2586,9,59,2013-09-07 09:00:00
2013,9,7,1024,1030,-6,1240,1325,-45,"AA",19,"N323AA","JFK","LAX",289,2475,10,30,2013-09-07 10:00:00
2013,9,7,1024,1030,-6,1308,1335,-27,"AA",179,"N329AA","JFK","SFO",321,2586,10,30,2013-09-07 10:00:00
2013,9,7,1124,1125,-1,1347,1425,-38,"UA",771,"N505UA","JFK","LAX",302,2475,11,25,2013-09-07 11:00:00
2013,9,7,1153,1200,-7,1414,1455,-41,"AA",3,"N332AA","JFK","LAX",298,2475,12,0,2013-09-07 12:00:00
2013,9,7,1158,1200,-2,1442,1515,-33,"UA",766,"N596UA","JFK","SFO",315,2586,12,0,2013-09-07 12:00:00
2013,9,7,1241,1245,-4,1533,1600,-27,"AA",1697,"N5CNAA","JFK","MIA",144,1089,12,45,2013-09-07 12:00:00
2013,9,7,1246,1250,-4,1346,1400,-14,"AA",178,"N3CVAA","JFK","BOS",37,187,12,50,2013-09-07 12:00:00
2013,9,7,1336,1345,-9,1603,1650,-47,"AA",117,"N320AA","JFK","LAX",300,2475,13,45,2013-09-07 13:00:00
2013,9,7,1447,1448,-1,1725,1801,-36,"UA",841,"N555UA","JFK","LAX",301,2475,14,48,2013-09-07 14:00:00
2013,9,7,1459,1455,4,1734,1750,-16,"AA",2285,"N5FAAA","JFK","MCO",131,944,14,55,2013-09-07 14:00:00
2013,9,7,1502,1505,-3,1807,1830,-23,"AA",145,"N5EYAA","JFK","MIA",142,1089,15,5,2013-09-07 15:00:00
2013,9,7,1505,1510,-5,1925,1920,5,"AA",95,"N5FNAA","JFK","SJU",221,1598,15,10,2013-09-07 15:00:00
2013,9,7,1519,1525,-6,1751,1840,-49,"AA",133,"N339AA","JFK","LAX",296,2475,15,25,2013-09-07 15:00:00
2013,9,7,1543,1545,-2,1653,1705,-12,"AA",256,"N3GFAA","JFK","BOS",40,187,15,45,2013-09-07 15:00:00
2013,9,7,1546,1530,16,1840,1845,-5,"AA",85,"N378AA","JFK","SFO",318,2586,15,30,2013-09-07 15:00:00
2013,9,7,1611,1615,-4,1843,1915,-32,"AA",65,"N3FCAA","JFK","DFW",171,1391,16,15,2013-09-07 16:00:00
2013,9,7,1624,1630,-6,1857,1940,-43,"AA",181,"N335AA","JFK","LAX",296,2475,16,30,2013-09-07 16:00:00
2013,9,7,1651,1700,-9,1816,1855,-39,"AA",199,"N3FJAA","JFK","ORD",111,740,17,0,2013-09-07 17:00:00
2013,9,7,1653,1700,-7,1850,1945,-55,"AA",45,"N5CDAA","JFK","LAS",272,2248,17,0,2013-09-07 17:00:00
2013,9,7,1655,1700,-5,1934,1955,-21,"AA",211,"N3CHAA","JFK","IAH",176,1417,17,0,2013-09-07 17:00:00
2013,9,7,1705,1705,0,1947,2032,-45,"UA",512,"N507UA","JFK","SFO",318,2586,17,5,2013-09-07 17:00:00
2013,9,7,1716,1720,-4,1941,2030,-49,"AA",291,"N3CTAA","JFK","AUS",185,1521,17,20,2013-09-07 17:00:00
2013,9,7,1735,1735,0,2018,2055,-37,"AA",2351,"N397AA","JFK","MIA",137,1089,17,35,2013-09-07 17:00:00
2013,9,7,1742,1740,2,1958,2035,-37,"AA",67,"N3KJAA","JFK","SAN",298,2446,17,40,2013-09-07 17:00:00
2013,9,7,1755,1750,5,2015,2053,-38,"UA",535,"N560UA","JFK","LAX",301,2475,17,50,2013-09-07 17:00:00
2013,9,7,1911,1910,1,2125,2215,-50,"AA",21,"N336AA","JFK","LAX",294,2475,19,10,2013-09-07 19:00:00
2013,9,7,1925,1930,-5,2217,2250,-33,"AA",235,"N3KWAA","JFK","SEA",327,2422,19,30,2013-09-07 19:00:00
2013,9,7,2017,2025,-8,2123,2140,-17,"AA",2314,"N3GFAA","JFK","BOS",39,187,20,25,2013-09-07 20:00:00
2013,9,7,2141,2140,1,2350,40,-50,"AA",185,"N338AA","JFK","LAX",289,2475,21,40,2013-09-07 21:00:00
2013,9,8,542,545,-3,833,855,-22,"AA",2243,"N5BSAA","JFK","MIA",138,1089,5,45,2013-09-08 05:00:00
2013,9,8,558,600,-2,850,923,-33,"UA",303,"N512UA","JFK","SFO",328,2586,6,0,2013-09-08 06:00:00
2013,9,8,644,655,-11,850,920,-30,"AA",1263,"N623AA","JFK","LAS",276,2248,6,55,2013-09-08 06:00:00
2013,9,8,701,710,-9,1002,1025,-23,"AA",1345,"N335AA","JFK","MIA",144,1089,7,10,2013-09-08 07:00:00
2013,9,8,703,710,-7,944,1000,-16,"AA",2493,"N5CFAA","JFK","MCO",121,944,7,10,2013-09-08 07:00:00
2013,9,8,735,740,-5,1020,1055,-35,"AA",59,"N332AA","JFK","SFO",329,2586,7,40,2013-09-08 07:00:00
2013,9,8,755,800,-5,1042,1100,-18,"AA",33,"N329AA","JFK","LAX",302,2475,8,0,2013-09-08 08:00:00
2013,9,8,757,800,-3,1155,1155,0,"AA",936,"N5FAAA","JFK","STT",208,1623,8,0,2013-09-08 08:00:00
2013,9,8,817,820,-3,1215,1230,-15,"AA",1357,"N5FFAA","JFK","SJU",208,1598,8,20,2013-09-08 08:00:00
2013,9,8,820,825,-5,1105,1148,-43,"UA",397,"N560UA","JFK","SFO",328,2586,8,25,2013-09-08 08:00:00
2013,9,8,823,825,-2,927,935,-8,"AA",84,"N3KHAA","JFK","BOS",40,187,8,25,2013-09-08 08:00:00
2013,9,8,829,830,-1,1103,1130,-27,"UA",443,"N588UA","JFK","LAX",300,2475,8,30,2013-09-08 08:00:00
2013,9,8,904,910,-6,1130,1220,-50,"AA",1,"N327AA","JFK","LAX",295,2475,9,10,2013-09-08 09:00:00
2013,9,8,916,915,1,1201,1230,-29,"AA",1499,"N5FTAA","JFK","MIA",140,1089,9,15,2013-09-08 09:00:00
2013,9,8,942,945,-3,1250,1308,-18,"UA",642,"N589UA","JFK","SFO",332,2586,9,45,2013-09-08 09:00:00
2013,9,8,1028,1030,-2,1259,1325,-26,"AA",19,"N336AA","JFK","LAX",303,2475,10,30,2013-09-08 10:00:00
2013,9,8,1056,1030,26,1335,1335,0,"AA",179,"N319AA","JFK","SFO",318,2586,10,30,2013-09-08 10:00:00
2013,9,8,1117,1124,-7,1341,1424,-43,"UA",703,"N510UA","JFK","LAX",295,2475,11,24,2013-09-08 11:00:00
2013,9,8,1153,1200,-7,1418,1455,-37,"AA",3,"N324AA","JFK","LAX",301,2475,12,0,2013-09-08 12:00:00
2013,9,8,1157,1200,-3,1437,1515,-38,"UA",766,"N554UA","JFK","SFO",315,2586,12,0,2013-09-08 12:00:00
2013,9,8,1241,1245,-4,1527,1600,-33,"AA",1697,"N5EGAA","JFK","MIA",140,1089,12,45,2013-09-08 12:00:00
2013,9,8,1244,1250,-6,1351,1400,-9,"AA",178,"N3KHAA","JFK","BOS",39,187,12,50,2013-09-08 12:00:00
2013,9,8,1340,1345,-5,1610,1650,-40,"AA",117,"N323AA","JFK","LAX",306,2475,13,45,2013-09-08 13:00:00
2013,9,8,1452,1442,10,1720,1755,-35,"UA",841,"N525UA","JFK","LAX",296,2475,14,42,2013-09-08 14:00:00
2013,9,8,1453,1455,-2,1755,1750,5,"AA",2285,"N5FLAA","JFK","MCO",129,944,14,55,2013-09-08 14:00:00
2013,9,8,1506,1505,1,1830,1830,0,"AA",145,"N5EHAA","JFK","MIA",144,1089,15,5,2013-09-08 15:00:00
2013,9,8,1523,1525,-2,1815,1840,-25,"AA",133,"N335AA","JFK","LAX",303,2475,15,25,2013-09-08 15:00:00
2013,9,8,1525,1530,-5,1826,1845,-19,"AA",85,"N345AA","JFK","SFO",316,2586,15,30,2013-09-08 15:00:00
2013,9,8,1525,1535,-10,1831,1859,-28,"UA",257,"N595UA","JFK","SFO",330,2586,15,35,2013-09-08 15:00:00
2013,9,8,1559,1545,14,1720,1705,15,"AA",256,"N3JAAA","JFK","BOS",36,187,15,45,2013-09-08 15:00:00
2013,9,8,1609,1510,59,2016,1920,56,"AA",95,"N5ETAA","JFK","SJU",203,1598,15,10,2013-09-08 15:00:00
2013,9,8,1616,1615,1,1857,1915,-18,"AA",65,"N3KWAA","JFK","DFW",170,1391,16,15,2013-09-08 16:00:00
2013,9,8,1647,1630,17,1924,1940,-16,"AA",181,"N338AA","JFK","LAX",307,2475,16,30,2013-09-08 16:00:00
2013,9,8,1659,1705,-6,1940,2032,-52,"UA",512,"N597UA","JFK","SFO",321,2586,17,5,2013-09-08 17:00:00
2013,9,8,1700,1700,0,1831,1855,-24,"AA",199,"N3FWAA","JFK","ORD",122,740,17,0,2013-09-08 17:00:00
2013,9,8,1701,1700,1,1935,1955,-20,"AA",211,"N3BRAA","JFK","IAH",176,1417,17,0,2013-09-08 17:00:00
